;EFECTIVO;INVENTARIO;EQ_OFICINA;EQ_TRANSPORTE;TERRENOS_Y_CONSTRUCCIONES;CONTRIBUCIONES_X_PAGAR;ANTICIPOS_CTE;CAP_SOCIAL;UTILIDADES_ACUMULADAS;UTILIDAD_O_PERDIDA;TOTAL_VENTAS;TOTAL_COMPRAS;UTILIDAD_BRUTA;TOTAL_GASTOS;OBJETIVO
910;1104899745;21544726,44;8529291637;3103329309;6593010744;2114890257;2368560,11;7106205259;-7015173904;-3,67675E+16;126725844,7;0;26190965,4;23862839,61;1
911;248537989;1380220343;2492339256;7482962669;8024514324;1608173632;1158758222;4140925,63;-9946165706;-3175447076;2487193877;1517161445;6,67514E+15;4536893738;1
912;0;7449430573;77349035,68;2618323394;0;2790948248;8373872444;4,05644E+16;13442551,04;-1976819,91;172437510,5;201628281,7;57783511,72;31882065,3;1
913;1555776205;3920878934;1987960546;8164464072;4,40021E+16;0;2974405548;2173185736;2844730316;-1,45522E+16;46740387,14;0;7946816842;12097813,85;1
914;9213218242;1473897823;1717409015;0;-1,34623E+16;1179222785;7299405947;845023818;-1101804744;6779378501;109038714,6;42171836,52;19765029,71;14038404,77;1
915;2368922708;2310169067;4083611061;3487269988;7220551167;1180553298;6419748075;8362441965;-15019587,84;7294783352;0;0;1,36043E+16;0;1
916;1620688961;3530322377;1121928812;0;2,93105E+16;1010894078;201578984;0;-3,99406E+16;-1303820,05;7102627524;0;0;9874849654;1
917;2277835261;3347400238;0;582852831;-4,77595E+15;1039300881;9662785828;9553125964;-3213964006;1684210293;0;19618449,66;0;6609589569;1
918;9983843965;23400267,03;1142805005;3316647064;5216377219;339709098;9510268111;3367218693;2612849491;-3,43713E+16;62584858,57;98723024,96;24167627,97;33039870,21;1
919;2,72347E+16;8787339453;8522097344;2840162296;8296595006;2938879026;8890217283;193029174;0;0;22980768,92;5276569,27;2305167965;4402496019;1
920;1243195602;0;127006,47;1979228023;8389192174;2007805273;1191619989;4,93465E+15;-2331387642;-1850747949;87596027,5;98951656,24;18824247,74;18441067,74;1
921;1861763832;15530903,54;2938069235;5767649028;6634810,87;4368285566;1,91018E+16;4149033,48;5126600714;-3078172151;84694029;46268547,82;0;0;1
922;3132791557;8989468484;1374741,21;2680910699;1854352394;8865178427;604891295;2,77858E+16;4,83697E+16;-4364216379;88919470,96;14400847,43;3683008,97;4112030,96;1
923;1021035247;1839068103;0;3559270391;8172125177;3176546487;1594487518;1012024801;-10530208,57;-3127647348;5774524128;2,07689E+16;3141406042;1043588238;1
924;1019552941;1157484918;2289875387;3,6435E+16;5107124,95;2238755864;2392156127;0;-4834995188;0;2844530165;9,75362E+15;3,71663E+16;5,36995E+15;1
925;1414412165;0;3505945714;1217053418;0;9567024961;0;0;2617848753;-470608675;63305831,19;0;10571889,56;17898851,74;1
926;9688553952;8251387874;2128174201;1616900573;7970417378;497892458;3984600453;6878727846;4285637803;-7,89624E+15;67420564,6;0;2811733186;9389098743;1
927;8935875168;3617389852;8966021165;2,9259E+16;-7861967967;2387772281;8335618514;0;11120928,99;-5833822519;183926714,6;57759689,39;0;20914069,68;1
928;3453465746;1331592369;1837143123;1,03993E+16;-2577399721;3203791876;8213915778;2334744055;8421077195;-1297751,21;64154826,59;22604889,24;4394180006;7,16895E+15;1
929;3078511568;17641547,88;1,44515E+16;167927082;2,97114E+16;377057119;1611165,24;0;0;-4169641805;0;62076163,13;60205064,72;51535904,22;1
930;4657348824;16700884,12;117110317;2814206801;3041788,41;0;2616201188;2926357166;9441904485;-3,91276E+16;93620191,5;0;15829820,15;12900176,92;1
931;1455279893;1,01706E+16;5224383412;1055545716;-1687613379;3073105077;2806630809;6800881389;14015825,46;-2935139426;0;6970249419;8629461,77;4137449797;1
932;1667455526;36255132,82;2344439188;0;8352622781;1606164337;4679759631;3988069024;6,65324E+15;-2,39701E+16;181937280,9;48746976,15;14368627,63;18416339,71;1
933;0;12383117,56;2413920255;0;-6,43525E+15;1,33291E+16;6377831491;11250155,11;13021487,52;-5761356959;189734265,4;98002570,42;0;35407398,78;1
934;1394370474;9103283987;3743045116;1,81745E+16;3131971468;0;2789364571;4238724201;4698634198;-3447931503;65819363,49;36244676,94;10867871,9;13498781,48;1
935;2,20912E+16;5646081089;0;3776555197;7368851446;9637118951;2401680004;122356102;12637625,48;-7,57695E+15;54803814,18;27819283,41;1,47537E+16;2454794082;1
936;1123556049;0;9550764707;1023945058;8881330615;1,57226E+16;6779428945;30721035,32;-3844469,28;0;161487855,1;0;68346059,98;50966536,57;1
937;8717751796;1,88831E+16;5769840277;7899983181;-4,46778E+15;184279918;1,81469E+16;3397673778;6174564887;-5749114755;66640887,82;24617701,9;11974767,49;13040863,27;1
938;4,7588E+16;4,87776E+15;7659174034;484956042;8257074,55;5,42274E+16;0;1944573969;-4475811488;0;0;29371853,9;5577828,5;5424602,81;1
939;5540357362;9309654941;2690865426;7438147756;-3,25213E+16;3099226968;0;4467889107;7,23923E+16;7732744065;87516474,09;7101833587;0;0;1
940;1,37713E+16;8510885848;10811480,24;1843812392;0;1162823821;0;2853207355;17687323,86;0;141297531;403762439,9;17537134,87;25312974,41;0
941;2930143155;0;3411083933;7006798238;4009850,65;1964547373;3352582036;7916053426;0;9654520754;19700452,6;21617004,12;41301582,57;21151228,6;1
942;1584893593;1,76113E+16;8754272609;0;-3282497889;2,2831E+16;10139398,05;0;9545059522;-4849649369;0;0;0;3010139,81;0
943;1749285043;9039493646;584056895;7605680513;0;1789707079;0;3517333192;6630817293;-114772464;92286710,78;9171075574;12390499,87;18592792,3;1
944;0;72295154,29;2453842989;1,49357E+16;0;1,18404E+16;14213944,37;7825247828;11275922,1;-2631935785;292578622,7;156373935,4;63689954,75;32342188,79;1
945;2657188796;53553517,79;1682562719;1772802469;1841108872;8003752372;0;3883861,24;19286723,29;-4010897393;402871833,8;365013604,2;63201868,62;0;1
946;0;8,1155E+15;2355189177;1097477135;6217236376;2690523914;1601695322;7121157164;-5155219016;-2,03751E+16;31350539,46;28237332,73;0;6452602095;1
947;3854802547;20387358,66;7371530609;2695828499;-2353428674;3265522624;3,70329E+16;1293996918;22260509,44;-3,66114E+16;401567328,7;0;27021170,47;14078251,12;1
948;2201669129;1983359447;2500754478;2229222599;-5,06545E+15;1,48776E+16;7818151747;2164185242;0;1083143629;165241327,2;25260879,21;42437384,12;31606035,64;1
949;10075367,46;18648392,16;4024654896;0;-2,50647E+16;0;6146119497;11969724,24;10494000,82;-2505270981;244306526,2;183381382,5;13327916,16;30643457,77;1
950;1,94949E+16;0;8826158793;2965582068;-5,03217E+15;0;1252259538;1859517733;21316241,2;-5,44692E+15;348448106,5;85616365,83;21399746,53;29414436;1
951;3526867153;23353844,63;2996191304;1422806049;5,24703E+15;3755122403;4794985166;1010339675;10285921,76;0;105735882;157818873;8225945406;7164880326;1
952;1313894908;13340638,08;0;1902435607;2381164809;2566619713;11151483,73;4637381746;4056932235;-3,66027E+16;0;8849121,59;2,85133E+16;1763521259;1
953;1528617991;12854936,49;5129441206;1,15524E+16;0;5800060721;4491503176;0;14099134,77;2665708353;175407401;0;31043033,46;21235150,55;1
954;0;7327531253;406810138;4560834031;-4767151357;7597482126;0;0;0;1172649721;184977359,2;0;15570871,52;11318546,84;1
955;3279930735;3567364972;1351480793;1224727033;-1874740103;671038051;1310579418;0;-6027246993;0;20594537,93;13093318,13;4,08958E+16;7835924528;1
956;1037590339;1378901032;104236976;2275437465;2014004729;4012366377;1326297358;2,49633E+16;6816509324;-5430110323;42767099,9;3453050979;4643575619;0;1
957;7987083323;37058063,45;29218976,6;1,59968E+16;0;4994372409;4840136922;1,40602E+16;0;-5270776313;0;0;87968074,31;0;1
958;3090202926;8,59848E+15;2625911937;0;7,46931E+15;3480681187;5894627028;8245601087;-9958919968;1253735236;28014275,99;25970328,38;14854890,17;15322570,29;1
959;2449999,98;6043420863;2,092E+16;1,77858E+16;-2235951173;4950728569;0;7044666621;-1,3607E+16;0;83859566,44;169282332,6;0;0;1
960;8427927408;1372515571;3101119417;501633591;-5309788594;0;2548809208;5805067331;9578096159;-1920025595;0;17580210,63;2237524895;0;1
961;0;15950035,78;5,97619E+16;0;8077796437;1422255977;3626282355;2274384675;10491645,2;-5,64729E+15;158172891;909710336,2;18946521,58;22323591,3;1
962;2561534651;1199685784;1080028415;8589486783;-1048631716;9030921809;4612948852;1,01109E+16;-2820557873;916944316;30009155,25;0;14606707,42;0;1
963;3312441734;1033211998;8,2517E+15;0;1100837337;1940297434;1,41074E+16;3333427,18;-22204925,03;0;5,51956E+16;1458903233;1226405186;8763078685;1
964;1,35001E+16;8721938504;0;1,97375E+16;-4704852045;9354287813;5673993903;0;4898149568;4271228602;79855546,58;29253464,73;0;15756721,52;1
965;27392599;19379532,03;4114807035;3659909838;7,98785E+15;3436025145;7,70796E+15;2994118102;0;-5014579035;144036631,7;33566044,4;25918560,24;20500037,38;1
966;1228570572;4173648278;0;1809417071;0;1,45488E+16;8416268982;0;-22407867,97;0;0;7656452682;10268189,17;14966109,05;1
967;1439473801;3,72977E+16;8613391,9;2028390379;0;1539272312;7511021343;5023596077;6104623,74;0;90285022,36;401717418,8;25060253,91;33137473,16;0
968;1,75524E+16;3089049075;2,97612E+16;7184625919;6,08479E+16;8767696264;4914747158;6004493618;-13922290,23;467953,81;7173336747;0;10088916,35;12946563,07;1
969;2469486929;16691724,2;2930005,98;8149725489;-2034768414;5802552276;3591828038;3972992352;14156637,95;-1617451,75;192666898;97751841,49;50753349,85;38139381,89;1
970;8061991001;321372997;1247704983;0;-9472740176;38233761;5328766764;6059991744;3189443753;-4,33676E+15;7514072559;4971338364;3733676631;8,09239E+15;1
971;8352189607;8,32619E+15;6027134652;6345762508;6313561015;2583616933;1601795729;2855423966;9827979866;-5853754,58;56859444,57;56065173,49;8065548,3;0;1
972;1,87684E+16;27995469,14;1166726,14;8064857119;-2,32744E+16;4493026521;8448494377;4910522446;0;-2240570005;317015279,9;78709825,35;0;43643048,7;1
973;1921554285;0;4354985269;5230768871;0;5333459463;3213094997;3,62721E+16;-19805784,1;8960860164;2152329918;3318786705;0;1240428,13;1
974;0;7,11467E+16;0;1370238025;1772510747;3074505093;1589182081;0;0;-3634756104;51608705,62;265521673,5;16420019,65;20412566,59;1
975;8545799295;1610421,68;7170835262;0;6535790,93;1122574861;2691834635;9053933494;-6083420,79;-3312860747;12211386,25;22959434,71;8947872435;10008045,99;1
976;1023065281;17335695,38;3456678379;1533313146;8433186735;2712224752;2734985203;13956191,99;-17459262,54;1079871655;50448145,78;13808671,37;16280167,09;24667414,55;1
977;2735905615;30125777,18;2963558763;4901448777;7088083101;5779618312;2787062,77;10773791,44;8359742615;-3,45984E+16;24496911,91;28926491,71;17346150,78;12886928,84;1
978;8144692259;3054405545;1,26382E+16;1019628152;0;0;3260643202;3754223828;7,06504E+15;0;101859104,7;64641491,96;0;8266363209;0
979;0;6971665696;3005104526;1997534582;3827757925;0;0;1065482037;-4376313677;-1,39191E+16;114810946,6;0;0;16510886,28;1
980;2456759395;4961084673;0;1765332575;2236300,48;1758340705;0;3916158557;0;2510952117;22583495,67;11114499,01;11097808,33;13094853,87;1
981;2664146545;36295593,34;8155695671;1306688615;7992533231;0;16253982,07;5844069416;19131250,99;0;303736481,3;399437405,1;38023634,74;27230935,4;1
982;786250016;7,69731E+16;2479374084;1233805561;8416748,33;4,79233E+16;0;4486875174;-10187166,36;-2403250947;50782211,61;18969269,65;14271442,02;12645338,33;1
983;3791928897;0;1,55746E+16;0;1,66667E+16;5248957329;7598652534;9003691696;-4431428579;-2321170164;0;5327638205;3549937,35;3,34397E+16;1
984;0;61846493,67;1515619505;1,47636E+16;5,06643E+15;1276750537;16763972,11;3,01444E+16;16813529,66;-8057027419;230771034,9;640758495,8;0;0;1
985;1104721298;2555407623;10863981,16;1884414154;0;1397035912;2,13571E+16;410940856;7269901515;-4419342,63;34169378,58;30740647,01;12182226,38;0;1
986;3828803403;0;4,72273E+16;0;2308311491;1913201812;6131507725;5271384266;11469590,88;-1340845,38;152693189,8;38741676,16;18940029,09;19541321,98;1
987;5477660859;5162431323;1764863386;2079426078;1103099938;1079349969;3907295667;5,53231E+15;10968603,92;-5033460871;48808969,75;0;10166972,62;13521405,43;1
988;6964094883;79981430,41;4698089256;2261618719;8,32443E+15;4186894293;0;1312453318;12875102,75;-8,06829E+15;291544909,4;788542934;22346360,2;21198875,62;1
989;12997692,51;1,56862E+16;125148507,9;6809259741;-13825135,87;5480976923;3,69179E+16;3302279281;26476906,03;-1,46118E+16;474219682,3;376031387;0;29786237,98;1
990;1242644646;9193343415;5,1763E+16;0;-7,96121E+15;2003421823;3471803559;0;0;-7,03592E+16;20059241,25;24245953,31;6057083326;0;0
991;611183687;3018694336;1059488999;2990021322;1,47328E+16;1488287038;1387482004;1,92402E+16;-2561178905;-2553568463;25342001,74;0;12624938,43;11806102,41;1
992;9598329044;28717104,88;2299278733;2036289646;0;3452171607;2921189988;0;5,1026E+15;-2894717751;153221533,7;473557644,5;57668508,09;0;1
993;1126468311;2192673418;6614196357;4605168509;0;3,76441E+16;3883998217;0;-19085197,59;7463973315;7656801835;9034638807;1918023812;3734997334;1
994;0;13558131,9;7,5925E+15;2679772006;8821213606;5644518588;1,93606E+16;2840146332;-17781249,3;4343355542;13646723,36;0;14373277,08;18499257,45;1
995;3699707847;27168190,58;0;3065694745;7,87853E+15;6894848665;3934923837;0;8733429093;-4410743142;99065375,83;0;26966973,84;23055538,91;1
996;3247647211;12016536,3;6493800124;8032720188;7067674842;141153,23;3796423478;4934278926;1929906614;-6185579082;57267944,1;86524957,93;9815862104;11256503,7;1
997;1201701,87;10766884;1028850695;2930861584;-5853731797;6099069273;1652774,69;9182497911;1924752801;-3,17189E+16;27955800,59;89648050,77;0;15449917,69;1
998;0;0;2405801046;3,35169E+16;8,63203E+15;7,75498E+15;0;14787957,35;-25418399,63;1075760794;0;5042384826;2087279094;1712589784;1
999;4115160002;74187524,4;2043610906;1790274755;0;1,03895E+16;5168520838;16664402,08;0;-1740687695;256526794,6;327484462,1;0;0;1
1000;2,7691E+16;9113205021;1604062638;2378877214;8071555574;2557725559;6833096813;5,77131E+15;9910802165;-3092715902;0;8224087325;0;8203913499;1
1001;0;1,71188E+16;1398933749;4962873029;2,57442E+16;756606412;570524932;1383971862;-5996970171;6670373402;0;19489876,31;7582003,35;14058947,92;1
1002;3418986788;2723368305;1541371496;1214488594;-6,81989E+15;3336242213;3711603005;15333127,49;14604416,76;4092581019;0;16475733,52;11472848,94;18041306,5;1
1003;0;9569993027;0;6094132644;-4226683597;4375327011;1467166469;2074970585;0;0;150325203,8;50543640,47;35862382,81;0;1
1004;7263197106;2645232213;4742899027;0;-1918168295;5,68541E+16;8686042176;1,91707E+16;-9428799545;7,31774E+15;23276436,82;26216058,62;5639601,68;0;1
1005;0;0;0;1,21971E+16;3,53296E+16;0;0;5550100614;8,54766E+15;3241113431;206526164,7;36311565,28;43589074,51;37723326,11;1
1006;1208656323;9309760199;2494007039;1973303227;0;5103090301;1713206436;9116053575;-4708763114;5222118897;3885123952;3554170294;1115644324;1932415909;1
1007;9341577258;1424900542;3272305805;9255162192;-3300268363;5967487971;8701952,25;2531706582;13039202,38;0;89600865,4;9789589641;6,84979E+15;4331627085;1
1008;8282894446;52255674,22;2848296559;0;8000842925;4610354948;3552271501;7,85166E+15;4268239,21;-1558179296;286397219,3;95389383,34;25224899,08;23354833,24;1
1009;2145184279;2504248156;2022163197;0;-10848584,64;327080729;7191019951;0;17172180,91;-2423616131;0;175482780,7;0;5,5911E+15;1
1010;2366611786;3,93133E+16;0;2838291476;-2888910797;0;9913494213;0;-8406141293;-8830537322;2318630232;0;1,41557E+16;6386962102;1
1011;2079340111;0;3920889522;2608292,75;7002390253;4559042744;7,03895E+15;0;0;-3208083,02;91020324,46;114489438,4;6,50436E+15;13217284,48;1
1012;1697463884;32785188,96;2680631582;2699081295;4694985876;600968073;13882228,96;3476544709;14040596,85;-4039175955;0;126709520,3;19415029,66;13900190,5;1
1013;3618084145;9546325365;0;0;-5681667042;5415905745;4,52399E+15;7,15154E+15;10292278,06;-1339594978;124385149,5;0;34312785,12;28082014,26;1
1014;1204347519;10477433,88;2136765,98;2044731,57;2,25892E+16;0;4627096416;6127523485;4610277748;-1567866791;108864595,8;112493005,3;22715225,25;20564958,34;1
1015;2848533982;16507509,71;4312766,88;1470369771;-7277411671;1966303,77;5697209778;1,46376E+16;29383648,04;-3322198125;387691353,6;111603669,5;37049128,47;0;1
1016;0;26645010;2224213168;6656672761;7040952791;2888549938;2619926983;5,65502E+15;-5,66071E+15;0;243717036,3;324912169;0;52121558,56;1
1017;3513841632;25998551;9450689151;0;0;3663152793;0;0;17847149,23;-6,54442E+15;245142937,3;529533148,4;39504629,24;34432987,56;1
1018;5692327265;6615456589;2077191959;6221769807;-2568781798;1896985205;2991146438;3161164599;-3360156832;-1187481924;13758323,59;11691366,3;1896285494;1514014311;1
1019;5524018799;631293816;5158916126;8105357688;-2417519659;8491283757;195682654;5828660863;-18196499,23;9778129305;6181849667;7888935164;5457074469;3184016258;1
1020;2609657,52;3992091648;9,32718E+15;3,29084E+16;-3,3704E+16;0;4268918951;4752757963;-1,17364E+16;-2035981994;0;558688061,8;35379038,56;0;1
1021;1809645511;7,7389E+15;4009549726;8699174124;1223271666;9,534E+15;1016285578;2,48583E+16;-13876985,79;0;7261033805;1541601802;9182273058;4900859234;1
1022;2869820528;1402544961;2604965542;1207100,4;-10297550,93;0;1,51022E+16;0;12355883,81;-8944154203;107577368,5;87779325,92;21198420,24;27266454,32;1
1023;3935273959;7155441505;9298917249;1135452,34;4503297193;1405990199;8638604045;3455898492;0;0;70935567,04;14839488,79;3748609482;9,19837E+15;1
1024;2289828,8;1837727995;4310332674;0;-6481891373;1121472589;3,88751E+16;2,52908E+16;6,55727E+15;-1,94778E+16;128907288,8;131728194,8;10903617,95;8428570033;1
1025;0;34010025,28;87977019,73;3,08593E+16;-3,12034E+16;0;0;7581311829;28026827,45;-7,62171E+15;0;1514455461;40342042,9;37099394,76;1
1026;1344097551;0;1053971121;218468711;0;160983,08;5041291097;2250599807;4,08469E+16;-2469024317;18538218,85;4981830578;1772573533;4,35035E+15;1
1027;2385371511;9515320806;4393934725;6208866808;-3963428155;3785832854;5936987,9;8344846841;17260880,58;-4816461,61;72183483,9;0;1340655272;1229411,17;0
1028;1591438394;52354129,94;8972485929;6346518292;8354996278;3292585459;2524829839;1327191188;14658988,09;0;251452041,8;0;35477600,68;29783385,3;1
1029;3738688023;3,3722E+16;1090952993;2876898196;-2981925473;3736017282;1175491861;1,69459E+16;16781411,33;-2181370133;63365783,47;0;3142154595;7396385,47;0
1030;1082255271;1016338588;1466276968;1985516595;0;6344527262;3104843307;6346895085;1251772438;-3,98013E+16;6839955086;0;6265475395;1219951631;1
1031;0;715634,86;4020611618;8120275119;7251223786;4670152774;1,53711E+16;3712555255;0;1023173,14;1130262517;19112337,56;13106221,62;14796391,65;1
1032;0;18216811,87;8786375142;2451928127;-4993460,48;1201597419;10779632,96;4527615762;15047393,03;-3799380898;0;508739127,5;39391131,72;28321466,15;1
1033;7705785393;0;4,10015E+16;1531530895;-1549431881;2757047005;8221802068;6047950703;13902563,33;-2029053384;0;110346655,2;0;31904790,44;1
1034;2126221336;21602646,77;6790346027;8035238937;8256558506;1114821216;8077413694;7227382799;-13577545,51;-3366648457;12232467,8;13513553,71;2043944549;3513014813;1
1035;3725787334;6298324706;8598065277;8788029878;-8,93313E+15;5786250944;1703765,22;1,77143E+16;9644656,32;-1367578063;26997187,91;20837844,17;4865588737;4,33409E+15;1
1036;254725251;6048329635;1419502409;0;0;2360522145;1695940801;9625179599;-3,78097E+16;0;7547009525;0;6334056716;0;1
1037;2983978312;74561638,08;1127543255;1659729517;7292832874;5616437112;8312189882;19406165,08;0;-4245272563;197406155,2;877023139,9;58097385,95;0;1
1038;0;7,27273E+15;2,74659E+16;0;-13825825,06;1809150451;0;6631100684;11095675,23;5185270022;44448347,83;10345163,46;0;5857666984;1
1039;7738596,26;15480790,62;61068272,16;1065053924;-10939788,24;0;5,75055E+15;4235060507;0;-7754678429;308888873,4;508695348,4;12897897,5;39331252,93;1
1040;8640610407;32181710,88;5988810943;7,52763E+15;8354217485;784584045;3585310672;38777099,59;-9909128178;3467731634;29449805,23;6915685538;0;19929198;1
1041;3,7075E+16;10804077,44;1961407392;1223573597;-6,96834E+16;5687789214;8905345987;2988470284;21709550,48;-3863762582;240359890,2;60796106,59;9,66799E+15;13801251,8;1
1042;3118785034;0;8567558002;5952680322;5063588915;3537638929;2240683642;3753712773;14296592,39;-6143800458;87884080,02;0;21798007,19;18462324,51;1
1043;41734819,99;26550542,34;31819717,47;3311720894;-10341430,34;3,96939E+16;36924210,81;0;23993416,36;0;385188422,1;444026661,8;0;21312633,04;1
1044;5343787475;1769350323;1813120382;0;-4,13025E+16;4,33121E+16;3443068072;1029874353;-8741773249;8999492243;14394398,94;9800215216;6,99409E+15;5102286027;1
1045;0;28016244,8;0;8411132466;8309432057;0;0;8,26257E+15;-8625402109;0;28803261,68;0;15725550,36;12487606,03;1
1046;3343520081;2660094,88;1799248085;1204940738;1572415095;0;8769192982;3646540087;3,40902E+16;0;0;110842434,9;4264107614;6912060618;1
1047;2407559974;3705644275;0;8526532245;-6942421641;1882317964;1115098187;0;18292370,92;-3988172135;73562069,78;24821215,05;3038884973;0;0
1048;4213352557;0;0;4552127497;4024522405;2197219047;4092687608;3522612,71;3268056972;-2218367944;0;11988412,93;9224968,32;17508702,47;1
1049;8916422535;0;3277026682;0;6763152791;2014875589;4436466838;0;6,9539E+15;-1,35251E+16;79689981,92;15832023,47;14403391,37;14922298,91;1
1050;2086904136;2213449489;1232482621;7946269367;-9804092775;4029946684;1,37786E+16;1597627,32;16475170,25;-5,83307E+15;140904929;30800256,47;19333806,89;20649732,34;1
1051;3968391796;6565419563;5477888073;1,46957E+16;9122693578;507390798;2032992713;0;-5750685871;930716055;39132093,63;12753467,95;12019861,74;14335262,81;1
1052;6351624582;1,59757E+16;0;5639524,86;-11066326,85;3227059007;4995814891;9997580554;19952337,31;0;325445419;260853401,1;46458036,76;33024934,23;1
1053;0;11056635,23;5426583203;4110544971;3,145E+16;563165156;2710941064;2935613562;10255932,4;-3136661,2;68988784,3;41214914,98;18762217,58;15167765,32;1
1054;2136363538;13852399,66;2,59541E+16;7186225368;0;625293952;3444031645;8452515094;0;-1047829137;18751236,22;14580773,96;4213415556;0;1
1055;1,46963E+16;2695022921;4030414645;2024319824;-6184827,22;1262026003;6304450052;0;-4555506221;6198494124;31455445,67;16933237,05;3088594747;4069986227;1
1056;6281354291;0;1,51089E+16;3851886959;-8381326221;4878598831;0;5715810378;8344413082;0;123309001,1;25842179,82;11754232,88;16986888,38;1
1057;1121874481;5111783013;5891562892;2824450872;-9530755,53;235782292;0;1357176562;10434424,34;5973350293;97427396,43;0;7991441044;0;1
1058;9734927115;5935759564;1672152863;1584283133;-8753572975;4578802179;5178530433;1163432712;-4033205,95;6893117764;10180205,13;3037205626;3535979975;0;1
1059;8079976619;5,85065E+15;5902091689;1674696745;4,28684E+15;1954366279;3526811321;0;-2318877,56;0;0;11013133,13;12302858,47;23698101,58;1
1060;1243771203;3,0777E+16;3922253815;0;-4,12414E+16;4275968229;1818896209;1561453418;7986746051;-8266519741;81815831,13;52616331,43;31417500,55;21972248,77;1
1061;1834972795;4840422,06;1213989061;0;1694879365;1061471006;4153156905;1076712636;3640115417;6203851942;114666760,8;28503134,85;39851734,29;17751082,64;1
1062;2259986628;2819518881;8615741821;8941604866;-2498472336;1760828132;0;2296830722;-13075082,47;8922412975;4955846025;6724463,74;6793125472;12403294,14;1
1063;2591454543;6,73598E+15;304492939;267650226;8994431169;2786621235;9653680236;1,56369E+16;0;-2727530725;1762648908;1381204231;3665396347;2552342886;1
1064;0;3087341858;4289996766;1324896975;8,22678E+15;4726034938;0;9691794416;-17980508,02;-3609857475;1482704553;9348946605;1,39738E+16;7213037652;1
1065;2476982273;25209108,87;2288478492;7472184172;5007203553;828204895;0;6142008182;0;0;107309220,5;372759262,6;8694474704;6013353325;1
1066;1,16895E+16;0;5502999389;3,01349E+16;4216853255;4032930276;3125856562;2982925402;15723607,85;-4399919007;0;827831793,6;40164621,47;40492724,59;1
1067;3038983,03;2375201565;2629576062;2785757,38;-3,34485E+16;5641268731;0;5744256929;0;-2,03837E+16;61281382,07;57906328,21;0;0;1
1068;1335060922;2739161069;3524778948;4800535349;-6614805006;4091475887;2,71907E+16;3493448984;-2363814,4;1120197791;12172636,32;1,13684E+16;1655685737;1,78442E+16;1
1069;5122766243;1,75536E+16;4514223317;3801813735;-5678929627;0;5,23856E+16;10773145,37;-2,31752E+16;-1699773624;62857162,3;120723252,8;10460702,9;11326447,56;1
1070;3033999105;14403136,74;2149402875;0;1025977005;3146526359;1231471055;782284568;0;0;73420738,09;169065255,7;15601139,22;17287414,15;1
1071;1,32006E+16;2273561096;11912409,07;6054238818;0;2536760709;4300008459;8619065856;7277740105;-2,96772E+16;37964389,14;102819721,6;18587123,67;28465244,76;1
1072;3,91863E+16;2607363277;1496275,28;1639334854;-6771195575;2535345549;2534287297;2509374576;5,28373E+15;-485360741;90708865,74;30634156,73;9534882321;0;1
1073;6899882301;3119495959;1559138,11;1399306959;-6162027365;1945482018;1,7475E+16;1925600499;15582146,12;-2,08225E+16;140663028,2;77022218,45;26129215,23;16651115,54;1
1074;1403377491;2446825524;5041179399;8653712601;0;1197587229;5539464727;4828643117;3812973769;-2763541111;0;15801941,42;16790377,85;11538324,87;1
1075;3259962096;0;1040813037;1623383192;0;3940580774;5748695213;8,09927E+15;-4422223433;-4354573675;6970153,43;10512341,83;4670333823;10220837,45;1
1076;0;5,90987E+15;7775546929;652561745;2869833,6;0;6972619858;0;5,73009E+15;-2131062315;60737119,87;31497136,89;10907410,73;13969506,86;1
1077;2543316508;4213281124;709545,9;1277034622;0;4617578057;0;5,71908E+16;24067128,64;-5174279927;130967759,8;35867450,86;4123349577;0;0
1078;0;0;4083461,03;3045663772;-3069874296;4405448071;2,23909E+16;4920254805;10582568,07;-2227765844;291611597,1;219833410,2;57005755,96;48857818,93;1
1079;5,58397E+15;2,4551E+16;0;1023499165;-8738532857;2993045012;7036361443;5625614296;660697469;1220689855;54152022,02;68943586,94;15245142,14;24609854,39;1
1080;0;9535840485;4447458494;4067466054;8136866899;1832640814;2634717948;5635530426;-10695439,31;-9738321415;15490921,46;22274152,22;9,89449E+15;10575482,08;1
1081;3473673608;3353524143;9622201432;1099145327;1229022975;9768671729;0;1110580354;-2,21956E+16;-5057902018;0;22190158,16;2505071918;2,76221E+16;1
1082;0;7360081478;7535785,76;6256675879;-4006784848;4257769287;5382529539;2374032971;-2765845675;-2056998833;15495229,26;113910730,2;17638292,5;23535025,31;1
1083;1163129,74;7249512844;0;3914746952;8647423418;3334828459;3505619608;4740440804;15305234,87;-2269495923;257752030,6;84367460,53;12920819,66;16972121,08;1
1084;3711427359;1646299177;2182289222;1692389404;-4639984415;1540111109;4725058985;1247755183;9153191808;-2611337078;84397793,14;61016721,52;8,35173E+16;13310717,48;1
1085;0;0;1,37239E+16;1004424685;-8714171,03;1709583381;0;2321439415;-4529433739;-1349582403;12204027,29;6684823278;1,89001E+16;9142613837;1
1086;932255909;0;0;791963477;1639552668;0;5015925392;7484217862;2815002167;-2431419387;0;3630967113;1260790,59;1,24588E+16;1
1087;0;16340657,72;2597011446;2363242282;6452841091;0;0;2735123146;1911405106;-1557474024;52333256,6;24027941,31;40927247,79;14447155,51;1
